time_s,Va_rms_V,Vb_rms_V,Vc_rms_V,P719_W,Q719_var,I719_rms_A
0,1.22059305542721,11.761311453959054,8.781252541174087,0,0,0
0.00025,61.46464888878941,177.28042181052174,115.05991689884921,0,0,0
0.0005,85.54561877034165,220.42295754109196,134.33673945856862,0,0,0
0.0007499999999999999,101.68874768356964,240.70876809301532,138.88009495301677,0,0,0
0.001,114.54430492082585,252.1148890048749,137.99575690830733,0,0,0
0.0012499999999999998,125.71211781592564,259.0902378374511,134.59988693022254,0,0,0
0.0014999999999999998,135.8312976098405,263.42720413173396,129.91699580297083,0,0,0
0.0017499999999999998,145.1846581971249,265.98089935030856,124.59128996235496,0,0,0
0.002,153.9050500239749,267.2146413113024,119.03215356218453,0,0,0
0.00225,162.05562411659665,267.40635648813566,113.54410264644746,0,0,0
0.0024999999999999996,169.66478250780955,266.738111484611,108.38170824291208,0,0,0
0.00275,176.74292886104726,265.33926215754883,103.77248913668826,0,0,0
0.0029999999999999996,183.29116640302408,263.3090170872784,99.92257763372822,0,0,0
0.00325,189.30612720950006,260.7290144478465,97.01105757230037,0,0,0
0.0034999999999999996,194.7828098952537,257.67069069962645,95.1769676610091,0,0,0
0.00375,199.71633035898725,254.1997620547965,94.50406680950255,0,0,0
0.004,204.10304865159233,250.37901541832403,95.00983083091617,0,0,0
0.0042499999999999994,207.94132129156725,246.270055350597,96.64421256141969,0,0,0
0.0045,211.23201909196067,241.93436827151234,99.29967840418689,0,0,0
0.00475,213.97889202353966,237.43390935001787,102.82914906604601,0,0,0
0.004999999999999999,216.18882994423836,232.8313285828006,107.06594973795445,0,0,0
0.0052499999999999995,217.87204905169185,228.1899000870315,111.84075903482196,0,0,0
0.0055,219.0422224770537,223.57318755950647,116.99323706039252,0,0,0
0.00575,219.71656624391903,219.04446180996968,122.37842340778238,0,0,0
0.005999999999999999,219.91588704772826,214.6658798864746,127.86920520867142,0,0,0
0.0062499999999999995,219.66459492669347,210.49743823090446,133.3563434846962,0,0,0
0.0065,218.99068127810366,206.59572392610949,138.7472380804751,0,0,0
0.006749999999999999,217.92566045004588,203.01250750587585,143.96420095809623,0,0,0
0.006999999999999999,216.50447108397796,199.79324585937078,148.94267147720774,0,0,0
0.0072499999999999995,214.76533137867474,196.9755904852816,153.62958323888,0,0,0
0.0075,212.7495404596995,194.58801885038608,157.98196104212374,0,0,0
0.007749999999999999,210.50121613001218,192.64871794539067,161.96575786960716,0,0,0
0.008,208.0669576098064,191.16484312479247,165.55491025350443,0,0,0
0.008249999999999999,205.4954207323485,190.13224886066212,168.73057891568632,0,0,0
0.008499999999999999,202.83679286802987,189.53574299581214,171.48054008549136,0,0,0
0.008749999999999997,200.14215615183414,189.3498596740901,173.79869575178512,0,0,0
0.009,197.46273102880656,189.54008927241154,175.68467538331612,0,0,0
0.00925,194.848998334724,190.06445769921902,177.14350593820964,0,0,0
0.0095,192.34970753660787,190.8753205955343,178.18533066096626,0,0,0
0.00975,190.01079138353853,191.9212331728703,178.82516001285714,0,0,0
0.009999999999999998,187.87422237491927,193.1487710619804,179.08264006608263,0,0,0
0.010249999999999999,185.97686253702634,194.50420527235363,178.98182486396107,0,0,0
0.010499999999999999,184.34937246085198,195.93496757384824,178.5509396982869,0,0,0
0.01075,183.015255191326,197.3908746823054,177.822122098858,0,0,0
0.011,181.9901121758806,198.82510615914086,176.83112672510114,0,0,0
0.01125,181.2811798356593,200.19494996140685,175.61697951181407,0,0,0
0.0115,180.88719605601608,201.46234109807793,174.2215656547482,0,0,0
0.011749999999999998,180.79861805721896,202.5942240465444,172.68913574716387,0,0,0
0.011999999999999999,180.99818096480416,203.56277012895345,171.06571514595447,0,0,0
0.012249999999999999,181.4617554410166,204.34547859245882,169.3984041209753,0,0,0
0.012499999999999999,182.1594382183668,204.9251860467362,167.73456123771336,0,0,0
0.01275,183.05679492226258,205.2900041790962,166.12087036379526,0,0,0
0.013,184.11617138292968,205.4332009334413,164.60230298299584,0,0,0
0.01325,185.29799651105208,205.35303596631667,163.22100185874172,0,0,0
0.013499999999999998,186.56201384578694,205.05255734856576,162.01512835350178,0,0,0
0.013749999999999998,187.86839651222928,204.53936321245683,161.01773170620845,0,0,0
0.013999999999999999,189.17871826025876,203.82532933974775,160.25571124321092,0,0,0
0.014249999999999999,190.45676908613373,202.92630151779125,159.7489484430777,0,0,0
0.014499999999999999,191.66921632079294,201.8617498433728,159.50968212555784,0,0,0
0.01475,192.78612061652854,200.65438104403768,159.5421854962915,0,0,0
0.015,193.7813212633346,199.32970437155802,159.84277940694955,0,0,0
0.015249999999999998,194.63270737361586,197.91554680033516,160.4001855052823,0,0,0
0.015499999999999998,195.32239146310536,196.44151426439703,161.19619120153686,0,0,0
0.01575,195.8368005541001,194.93839762837487,162.2065711546795,0,0,0
0.016,196.166697731197,193.43752512071313,163.4021916743559,0,0,0
0.016249999999999997,196.30714453186636,191.97006709349975,164.75021715345358,0,0,0
0.016499999999999997,196.25741195485955,190.56630410736295,166.21534095976543,0,0,0
0.016749999999999998,196.02084540707085,189.25487517204954,167.76097468585243,0,0,0
0.016999999999999998,195.60468669501253,188.06202897275597,169.35034583906742,0,0,0
0.017249999999999998,195.0198542659589,187.01090632378936,170.9474715213987,0,0,0
0.017499999999999995,194.28068136236303,186.12088600513135,172.51799171575274,0,0,0
0.01775,193.40461061820332,185.40702763137116,174.0298588260487,0,0,0
0.018,192.4118429576625,184.8796435379978,175.4538894817245,0,0,0
0.01825,191.32493853401792,184.54402650372916,176.7641904341634,0,0,0
0.0185,190.16836796515722,184.40035167097514,177.9384732070553,0,0,0
0.01875,188.96801338157925,184.44376009242563,178.95827275215464,0,0,0
0.019,187.750620885524,184.6646192294091,179.80908443110476,0,0,0
0.01925,186.5432089590248,185.04894401932356,180.48043180412003,0,0,0
0.0195,185.37244109866458,185.57895231072334,180.96587541935085,0,0,0
0.019749999999999997,184.2639753115653,186.2337216620033,181.2629703814674,0,0,0
